Unnamed: 0,z1,z2,z3,z4,score_final,Label,is_R,score_proj,score_refined,score_hybrid,score_decision
GSM364627,1.7066257656675246,0.2878930310515434,0.6616356212114666,-0.31718759012528275,1.9703480495485102,False,0.0,1.8116199082881213,1.9703480495485102,1.9703480495485102,1.9703480495485102
GSM364628,0.8966094093575414,0.6374542725875696,-0.4542822202545891,-1.2958937148385683,1.074538187357798,False,0.0,1.016497045631393,1.2119573817413043,1.1346616304918693,1.074538187357798
GSM364629,-0.6558503448323212,-2.0019141882859337,1.7640712218869092,-0.41140631742235256,0.4134406079152514,False,0.0,-0.17811588847183085,0.4134406079152514,0.4134406079152514,0.4134406079152514
GSM364630,1.5364529697943763,-1.2472235290688156,-1.1310507856129575,-0.09464195119040067,0.8719124496026118,False,0.0,1.9517977248824168,0.7297693947085195,0.989696729046462,0.8719124496026118
GSM364631,1.4020824608048057,-1.1091220340590393,0.7714717902522258,-1.8572661444569283,0.6219887863015029,False,0.0,1.2658758919276059,0.2926027573327181,0.6432400664802223,0.6219887863015029
GSM364632,1.4171924385985664,0.07366237625888339,0.41861190613919447,-2.751159294812023,1.325656390252442,False,0.0,1.3080501866678103,1.19845982813024,1.325656390252442,1.325656390252442
GSM364633,-0.1054336870693882,0.9912018229782075,-0.8304712162590924,-0.19192516936459555,0.2812185287709453,True,1.0,-0.28494572533279583,-0.8226255676470691,0.2812185287709453,0.2812185287709453
GSM364634,0.469000130329596,0.10276646005487397,-0.9226845528573551,2.009602299249222,0.11411048460767187,True,1.0,0.4882899706873088,-0.4031460828958999,0.11411048460767187,0.11411048460767187
GSM364635,-0.3014085074852683,0.6972969552704023,-0.6622151742401566,-0.04835982266038234,0.39578981560799825,True,1.0,-0.07043040927850695,0.35694021129812004,0.4507537143006724,0.39578981560799825
GSM364636,-0.7774631551311126,-0.4148808062061738,-0.0924029682303764,0.4352690595684391,-0.8465818767301752,True,1.0,-0.6564304304432315,-0.8465818767301752,-0.8465818767301752,-0.8465818767301752
GSM364637,-1.3181292089400645,0.3894847117187124,1.6338150475422495,-0.42262417244582184,-0.08318125855794521,True,1.0,-1.8337930609624977,-0.08318125855794521,-0.08318125855794521,-0.08318125855794521
GSM364638,-0.4903237240120092,-0.12069197233943399,-0.40285160498424966,1.0283572789557331,-0.6556000072529767,True,1.0,-0.344117597361249,-0.6556000072529767,-0.6556000072529767,-0.6556000072529767
GSM364639,1.116337431017908,0.8799579986420961,0.6231600952948679,-0.8692102838416823,1.1660895489448013,True,1.0,0.8988834736555135,1.294055851854651,1.2582596891473523,1.1660895489448013
GSM364640,-0.1664167902884457,0.8742578058388971,-0.2886941050187394,0.7187442576883497,-0.2206151423350456,True,1.0,-0.30038191978486545,-0.2206151423350456,-0.2206151423350456,-0.2206151423350456
GSM364641,-0.21750096555139153,-0.6327555983306901,-0.8333579723064249,0.7872815962976883,-0.8729143916957722,False,0.0,0.12199911193668735,-0.8729143916957722,-0.8729143916957722,-0.8729143916957722
GSM364642,-1.2009487230984706,0.4751743513198669,0.27044055642936343,-1.0117805454328623,-0.322575517393289,False,0.0,-1.1818836115767917,-0.6826172419432633,-0.34536973471833243,-0.322575517393289
GSM364643,-1.9037347248605796,0.3621569018224775,1.7096124910073465,-0.10592911147374633,0.7275583192789189,False,0.0,-2.345331440050077,-0.191306788944641,1.1282750473881975,0.7275583192789189
GSM364644,-0.5849591571533198,-1.240631918962138,-0.58407218899082,0.8127080299844485,-0.656944933931336,False,0.0,-0.24749345900616568,-0.7443208805570442,-0.656944933931336,-0.656944933931336
GSM364645,-1.5610010625423238,0.6940146770607797,0.42811049763713643,-0.028873698446018413,0.17950168272239833,False,0.0,-1.63589407444625,-0.9270440428724832,0.28473667779579254,0.17950168272239833
GSM364646,-0.8197497466325431,-0.6583148458319694,-1.5577701080347646,1.2273813534402167,-1.6882496976973838,False,0.0,-0.17443274211090865,-1.6882496976973838,-1.6882496976973838,-1.6882496976973838
GSM364647,-1.4117493685310314,-0.8417374547211972,-1.0663300036358614,-0.9064346953060914,-1.1442321741258161,False,0.0,-1.1049583078475722,-1.6925905095391052,-1.1442321741258161,-1.1442321741258161
GSM364648,-0.2411864689949811,0.6891294889319768,-1.3729717416708893,-0.7633952563681845,0.1258250771376558,False,0.0,0.16293932691983512,-1.3140525166806099,0.16522103966802643,0.1258250771376558
GSM364649,-0.7291830219158187,-1.7420284917665803,-0.2585473553134165,-0.10680098057559435,-1.4491983748675226,False,0.0,-0.3493647082894102,-1.4491983748675226,-1.4491983748675226,-1.4491983748675226
GSM364650,-1.0902398208662656,0.3406027187283009,0.10922932206331067,1.102651859113604,-0.8412990649808785,False,0.0,-1.1420449966101787,-0.8412990649808785,-0.8412990649808785,-0.8412990649808785
GSM364651,-0.44330721978871274,-1.3105888150590963,-1.3270519818674766,0.4587872928391973,-1.5672177221105243,False,0.0,0.1892118694592691,-1.5672177221105243,-1.5672177221105243,-1.5672177221105243
GSM364652,-0.989946931222375,1.2972438386709737,-0.697024494969897,0.16540131765616028,0.32846798645876024,False,0.0,-0.7624288655323583,-1.4379445066568575,0.5529199147516688,0.32846798645876024
GSM364653,0.30021831381204384,0.444118099078186,-0.1272566389317117,-0.8170808375886804,0.4748837512117445,False,0.0,0.36673262371420434,0.5586555245115457,0.5139531539330289,0.4748837512117445
GSM364654,-1.253144752804733,2.4886696305015943,-0.4435089458008285,0.12383742296688403,1.040899632424859,False,0.0,-1.164797395753522,0.6393565579251864,1.2003449602666065,1.040899632424859
GSM364655,-0.08297670066967743,-0.33656046615489615,-0.3189336747801729,-0.4473986957949406,-0.18329839904987694,False,0.0,-0.010704543920569246,-0.18329839904987694,-0.18329839904987694,-0.18329839904987694
GSM364656,-0.6429169061494032,-0.19264916843264743,-0.5981537803670516,-0.26282443504848274,-0.8361556555465633,False,0.0,-0.6364241511938478,-0.8361556555465633,-0.8361556555465633,-0.8361556555465633
GSM422963,1.163097470424392,-0.4777214591226832,-0.8732206823751405,-0.594373990771386,0.621910078538133,True,1.0,1.3604055105642041,0.18750981007064269,0.8481366402523322,0.621910078538133
GSM422965,0.8493983903064576,-1.878716427628319,1.3006909165878497,0.6061021963640032,-0.12433062047151636,True,1.0,0.6392780143409857,-0.7160966518613551,-0.14840562754958603,-0.12433062047151636
GSM422967,0.5591051246535026,0.2994007120714002,0.12808386213904688,-0.8813481550516492,0.6486462730443078,True,1.0,0.5800061990006743,0.6486462730443078,0.6486462730443078,0.6486462730443078
GSM422969,1.627300380152475,-1.6372976279313962,0.5997794683210877,0.6822383330481989,0.7893211514312842,True,1.0,1.4589894400018675,0.7893211514312842,0.7893211514312842,0.7893211514312842
GSM422971,0.818410380765125,-0.16552589299754009,0.513694435474888,0.47020896280690344,0.4419166879810111,True,1.0,0.6061322385063987,0.8953081718497448,0.8207458845991042,0.4419166879810111
GSM422973,-0.04401280329959445,-1.740084262436349,1.4852809548168568,0.8270825797865241,-0.0891829800320222,True,1.0,-0.30997511494937063,-0.0891829800320222,-0.0891829800320222,-0.0891829800320222
GSM422975,2.462526672928894,1.0040091298052571,-1.0054000607906792,-1.5322696066132282,1.7986567836564273,True,1.0,2.219336853816176,0.8074798549075405,1.7986567836564273,1.7986567836564273
GSM422977,0.4380870449106131,1.1744219946099337,0.0369305563772929,0.819319573929538,0.7757868908863534,True,1.0,0.13021855442141644,0.14453754709113786,0.7757868908863534,0.7757868908863534
GSM422979,-0.6042833096135762,-1.2472137042105058,1.0243549957231033,-0.27915817384180724,0.715872087138601,False,0.0,-0.3938157474791912,0.38286750587984075,0.715872087138601,0.715872087138601
GSM422981,-0.3971227327341749,1.2749872898258228,-0.1853081167893889,0.2765518155897081,0.441438545735953,False,0.0,-0.35647785527397885,-0.6633284742716066,0.7697549164541682,0.441438545735953
GSM422983,-0.8184834749038701,0.029989590296301157,0.7493868303071253,0.32023895230711674,-0.2524845089115261,False,0.0,-0.7622715361771852,-0.2524845089115261,-0.2524845089115261,-0.2524845089115261
GSM422985,-1.1335471198072649,-1.0238359305061293,1.692943560561102,0.8901688542381596,-0.510400936981316,False,0.0,-1.4652809368720516,-0.510400936981316,-0.510400936981316,-0.510400936981316
GSM422987,-1.3638443771270021,0.20547715088979462,3.0040626149340297,-0.184219433852087,0.4948543367005191,False,0.0,-1.2008953512541782,0.4948543367005191,0.4948543367005191,0.4948543367005191
GSM422989,-1.5961187896116142,-1.2544863317024293,2.467582558404849,0.7519033184204935,-0.032537683165691986,False,0.0,-1.2324812622649322,-0.032537683165691986,-0.032537683165691986,-0.032537683165691986
